StaticBinocular
time	left_x	left_y	left_w	left_h	left_valid	right_x	right_y	right_w	right_h	right_valid
811295910	520.662	350.835	27.1652	27.1652	1	550.987	342.084	28.5786	28.5786	1
811295943	533.349	356.311	27.2206	27.2206	1	546.634	343.516	28.479	28.479	1
811295976	497.147	299.122	27.0824	27.0824	1	528.643	295.471	28.5801	28.5801	1
811296010	447.22	245.98	26.7909	26.7909	1	476.211	228.026	28.4369	28.4369	1
811296043	492.944	239.698	26.8347	26.8347	1	490.708	232.125	28.2529	28.2529	1
811296076	449.283	233.657	26.8641	26.8641	1	491.955	228.297	28.7621	28.7621	1
811296110	506.226	220.247	27.1785	27.1785	1	497.959	219.432	29.1639	29.1639	1
811296143	487.759	249.075	27.083	27.083	1	489.199	227.203	28.987	28.987	1
811296176	487.936	242.445	27.6762	27.6762	1	487.378	219.796	28.9803	28.9803	1
811296209	482.611	243.295	27.2971	27.2971	1	490.488	225.098	29.1089	29.1089	1
811296243	476.694	234.495	27.6916	27.6916	1	484.516	223.143	28.7672	28.7672	1
811296276	435.817	244.25	27.2709	27.2709	1	469.99	215.918	28.75	28.75	1
811296309	473.922	244.04	27.465	27.465	1	480.789	217.626	28.8434	28.8434	1
811296343	462.739	236.698	27.3316	27.3316	1	475.662	218.398	28.9388	28.9388	1
811296376	457.717	242.554	27.2258	27.2258	1	467.399	224.396	28.5515	28.5515	1
811296409	427.175	241.578	26.9712	26.9712	1	482.541	237.458	28.556	28.556	1
811296443	417.527	242.366	27.0563	27.0563	1	466.823	217.806	28.0984	28.0984	1
811296476	464.136	239.885	26.7138	26.7138	1	474.326	221.498	27.9627	27.9627	1
811296509	458.591	239.121	26.541	26.541	1	460.869	228.113	28.2187	28.2187	1
811296542	477.125	245.584	27.2563	27.2563	1	462.598	224.804	28.3567	28.3567	1
811296576	459.68	235	27.2469	27.2469	1	465.854	212.123	28.4788	28.4788	1
811296609	470.356	230.195	27.0581	27.0581	1	477.012	213.89	28.5005	28.5005	1
811296642	466.236	231.761	27.5039	27.5039	1	482.53	225.75	29.3772	29.3772	1
811296676	473.011	239.018	27.3508	27.3508	1	477.958	225.46	28.899	28.899	1
811296709	435.252	233.649	27.1921	27.1921	1	479.313	209.963	28.9992	28.9992	1
811296742	458.647	234.53	27.2104	27.2104	1	475.281	221.95	28.8164	28.8164	1
811296776	448.248	241.86	27.6327	27.6327	1	468.767	227.795	29.1245	29.1245	1
811296809	457.158	252.578	27.9297	27.9297	1	481.101	226.402	29.759	29.759	1
811296842	432.345	242.597	27.9681	27.9681	1	460.491	214.507	30.1109	30.1109	1
811296876	459.765	212.235	27.5439	27.5439	0	0	0	29.7714	29.7714	0
811296909	452.917	248.179	28.6803	28.6803	1	469.879	232.371	30.9898	30.9898	1
811296942	429.682	242.076	28.6316	28.6316	1	484.167	227.02	31.2736	31.2736	1
811296975	415.972	253.79	29.1664	29.1664	1	479.944	229.45	31.4739	31.4739	1
811297009	464.371	245.764	28.7652	28.7652	1	473.421	223.854	31.572	31.572	1
811297042	449.995	228.657	29.6661	29.6661	0	0	0	31.2758	31.2758	0
811297075	456.719	252.651	29.6708	29.6708	1	479.411	220.432	31.9885	31.9885	1
811297109	456.578	243.126	29.6899	29.6899	1	493.698	223.332	31.8074	31.8074	1
811297142	469.833	244.577	29.5937	29.5937	1	467.709	222.671	32.0324	32.0324	1
811297175	460.365	248.766	30.3038	30.3038	1	471.703	226.776	31.7351	31.7351	1
811297208	453.934	240.381	30.1417	30.1417	1	493.104	231.14	32.0641	32.0641	1
811297242	480.233	241.071	28.8206	28.8206	1	474.824	232.633	30.8819	30.8819	1
811297275	0	0	29.1439	29.1439	0	465.828	196.779	30.8299	30.8299	0
811297308	462.036	257.89	29.3051	29.3051	1	480.198	230.389	30.8264	30.8264	1
811297342	420.231	251.41	29.4121	29.4121	1	474.644	226.166	31.1304	31.1304	1
811297375	0	0	29.5524	29.5524	0	481.558	197.571	30.8601	30.8601	0
811297408	471.539	234.212	29.719	29.719	1	478.576	223.174	31.0097	31.0097	1
811297442	464.159	261.132	30.1586	30.1586	1	479.673	242.694	30.9935	30.9935	1
811297475	471.024	251.63	30.1277	30.1277	1	500.999	234.154	31.164	31.164	1
811297508	477.259	246.109	30.0786	30.0786	1	495.619	242.681	31.2108	31.2108	1
811297542	466.937	239.867	30.3496	30.3496	0	0	0	31.5575	31.5575	0
811297575	469.404	246.445	31.5251	31.5251	1	490.229	248.163	32.5741	32.5741	1
811297608	463.975	253.083	31.4356	31.4356	1	500.88	252.273	33.0693	33.0693	1
811297641	0	0	31.5141	31.5141	0	495.706	227.319	33.1948	33.1948	0
811297675	475.185	264.824	31.8159	31.8159	1	490.662	238.714	32.928	32.928	1
811297708	476.87	231.287	31.5946	31.5946	0	0	0	33.1134	33.1134	0
811297741	461.304	251.51	31.7865	31.7865	1	493.145	247.077	32.8504	32.8504	1
811297775	493.24	252.896	31.9475	31.9475	1	499.631	249.997	32.7915	32.7915	1
811297808	0	0	31.9656	31.9656	0	489.561	212.843	32.7576	32.7576	0
